item_id	item_name	categories	address	city	state
1962	Terrain Cafe - Devon	American (New), Restaurants	138 W Lancaster Ave, Ste 120	Devon	PA
1963	Noodle Eighty Eight	Asian Fusion, Noodles, Restaurants, Pan Asian, Soup	664 E Broad St	Souderton	PA
1964	Macy's	Fashion, Shopping, Men's Clothing, Department Stores, Women's Clothing, Shoe Stores	1300 Market St	Philadelphia	PA
1965	New Orleans Botanical Garden	Arts & Entertainment, Botanical Gardens, Active Life, Parks	5 Victory Ave	New Orleans	LA
1966	Indian Shores Coffee Company	Nightlife, Music Venues, Arts & Entertainment, Ice Cream & Frozen Yogurt, Food, Coffee & Tea, Bakeries	19221 Gulf Blvd	Indian Rocks Beach	FL
1967	Frist Art Museum	Shopping, Art Museums, Cultural Center, Arts & Entertainment, Museums, Art Galleries	919 Broadway	Nashville	TN
1968	Stripp'd Cold Pressed Juice	Juice Bars & Smoothies, Food	263 N 3rd St	Philadelphia	PA
1969	Jules Thin Crust Pizza	Pizza, Restaurants	300 Sycamore St	Newtown	PA
1970	Z'otz	Coffee & Tea, Food	8210 Oak St	New Orleans	LA
1971	Kwok's Bistro	Noodles, Restaurants, Chinese, Asian Fusion	275 West St	Reno	NV
1972	Perenn - Midtown	Bakeries, Food	20 Saint Lawrence Ave	Reno	NV
1973	Joella's Hot Chicken - Broad Ripple	Restaurants, American (Traditional), Chicken Wings, Southern, Chicken Shop	1072 Broad Ripple Ave	Indianapolis	IN
1974	Lili's Restaurant & Bar	American (Traditional), Gluten-Free, Food, Venues & Event Spaces, Mexican, Restaurants, Breakfast & Brunch, Hawaiian, Event Planning & Services	2325 Kietzke Ln	Reno	NV
1975	Crossroads Restaurant	Breakfast & Brunch, Food, Diners, Ice Cream & Frozen Yogurt, Restaurants, American (New)	4579 Kirkwood Hwy	Wilmington	DE
1976	Sushi Ai	Beer, Wine & Spirits, Sushi Bars, Food, Restaurants	2009 Zumbehl Rd	St Charles	MO
1977	Fireside Bar & Grille	Diners, Pizza, Food, Restaurants, Steakhouses, Desserts, American (Traditional)	1211 S Bethlehem Pike	Ambler	PA
1978	Cafe Conti	Hotels & Travel, Breakfast & Brunch, French, Hotels, Salad, Event Planning & Services, Restaurants	830 Conti St	New Orleans	LA
1979	The BrickHaus	Food, Coffee & Tea, Cafes, Breakfast & Brunch, Restaurants	13 E Hinckley Ave	Ridley Park	PA
1980	The Donut + Dog	Donuts, Coffee & Tea, Hot Dogs, Food, Restaurants	2127 Belcourt Ave	Nashville	TN
1981	Starbucks	Coffee & Tea, Food	364 E Market St	Indianapolis	IN
1982	Blue Nile	Arts & Entertainment, Music Venues, Bars, Nightlife	534 Frenchmen St	New Orleans	LA
1983	Dough Nation	Cafes, Bakeries, Ice Cream & Frozen Yogurt, Restaurants, Food, Desserts	11642 N Dale Mabry	Tampa	FL
1984	Buffalo Wild Wings	Chicken Wings, Bars, Sports Bars, Restaurants, American (Traditional), Nightlife	1510 Egypt Rd	Phoenixville	PA
1985	Jahan Kabob	Afghan, Restaurants, Halal	1 E Trenton Ave	Morrisville	PA
1986	European Wax Center	Waxing, Hair Removal, Skin Care, Beauty & Spas	782 Old Hickory Blvd	Brentwood	TN
1987	Los Compadres Mexican Grill	Restaurants, Mexican	2766 Belle Chasse Hwy	Gretna	LA
1988	Pho Cali	Vietnamese, Restaurants, Sandwiches, Chinese	440 N Virginia St, Ste C	Reno	NV
1989	Cafe Du Monde	Coffee & Tea, Donuts, Food	500 Port Of New Orleans, ste 27	New Orleans	LA
1990	Smokey Bones	Barbeque, Restaurants, Burgers, American (Traditional), Chicken Wings	8020 Citrus Park Dr	Tampa	FL
1991	Handlebar Coffee Roasters	Food, Coffee & Tea	128 E Canon Perdido St	Santa Barbara	CA
1992	Bill's Best	Barbeque, Food, Restaurants, Breweries, Brewpubs	57 S Keswick Ave	Glenside	PA
1993	The Fillmore Philadelphia	Event Planning & Services, Performing Arts, Party & Event Planning, Arts & Entertainment, Music Venues, Nightlife, Venues & Event Spaces	29 E Allen St	Philadelphia	PA
1994	Nick & Elena's Pizzeria	Restaurants, Italian, Pizza, Food, Pasta Shops, Specialty Food	3007 Woodson Rd	Breckenridge Hills	MO
1995	Three Monkeys Cafe	Breakfast & Brunch, Cafes, American (New), Pubs, Restaurants, Bars, Nightlife	9645 James St	Philadelphia	PA
1996	Rene's Bakery	Food, Bakeries	6524 N Cornell Ave	Indianapolis	IN
1997	New York Gyro Truck	Restaurants, Food Trucks, Food, Street Vendors, Middle Eastern	41ST And Walnut	Philadelphia	PA
1998	Old School Bar and Grill	Nightlife, Bars, American (New), Restaurants	2202 W Kennedy Blvd	Tampa	FL
1999	Daiwa	Asian Fusion, Nightlife, Japanese, Restaurants, Sushi Bars, Karaoke	5033 Lapalco Blvd, Ste B6	Marrero	LA
2000	Meijer	Department Stores, Toy Stores, Food, Shopping, Fashion, Grocery, Electronics	1424 W Carmel Dr	Carmel	IN
2001	Calypso Cafe	Sandwiches, Vegetarian, Caribbean, Salad, Restaurants	700 Thompson Ln	Nashville	TN
2002	One Day Nail and Spa	Beauty & Spas, Nail Salons, Day Spas	6174 E Speedway Blvd	Tucson	AZ
2003	Bistro Romano	Restaurants, Bars, Wine Bars, Mediterranean, Italian, Nightlife	120 Lombard St	Philadelphia	PA
2004	Cherry Street Pier	Public Services & Government, Public Markets, Event Planning & Services, Landmarks & Historical Buildings, Venues & Event Spaces, Local Flavor, Shopping	121 N Columbus Blvd	Philadelphia	PA
2005	Chef Ron's Gumbo Stop	Ethnic Food, Food, Cajun/Creole, Specialty Food, Comfort Food, Restaurants	2309 N Causeway Blvd	Metairie	LA
2006	Mr Ed's Oyster Bar - Metairie	Restaurants, Cajun/Creole, Nightlife, Seafood, Bars, Italian	3117 21st St	Metairie	LA
2007	Grain and Berry Cafe - Westchase	Juice Bars & Smoothies, Food, Cafes, Restaurants, Acai Bowls	11622 Countryway Blvd	Tampa	FL
2008	Gordon Biersch Brewery Restaurant	Breweries, Nightlife, Restaurants, Food, American (New), Bars	200 Poydras St	New Orleans	LA
2009	El Molinito	Restaurants, Mexican	10180 N Oracle Rd	Oro Valley	AZ
2010	Big Apple Bagels	Bagels, Food, Sandwiches, Breakfast & Brunch, Restaurants, Coffee & Tea	23908 State Road 54, Unit 1	Lutz	FL
2011	Xscape Theatres - Riverview 14	Arts & Entertainment, Cinema	6135 Valleydale Dr	Riverview	FL
2012	The Marc	French, Restaurants	9940 106 Street NW, Suite 100	Edmonton	AB
2013	Topgolf	Golf, Sports Bars, Nightlife, Active Life, Bars, Restaurants, American (New)	10690 Palm River Rd	Tampa	FL
2014	London Heights British Pub	Bars, Pubs, Sports Bars, Nightlife, Restaurants, British, Burgers, Breakfast & Brunch	7701 N Nebraska Ave	Tampa	FL
2015	Mojo Asian Fusion Café	Comfort Food, Bubble Tea, Restaurants, Tea Rooms, Asian Fusion, Coffee & Tea, Food	6530 Seville Rd, Ste 103	Isla Vista	CA
2016	Claim Jumper Steakhouse & Bar	American (New), Restaurants, Seafood, Nightlife, Bars, American (Traditional), Steakhouses	4905 S Virginia St	Reno	NV
2017	Goody Goody Diner	Diners, Breakfast & Brunch, American (Traditional), Restaurants	5900 Natural Bridge Ave	Saint Louis	MO
2018	Guillermo's Double L Restaurant	Restaurants, Mexican	1830 S 4th Ave	Tucson	AZ
2019	Mimi's Cafe	American (Traditional), Nightlife, Breakfast & Brunch, Bars, Wine Bars, Restaurants	4420 N Oracle Rd	Tucson	AZ
2020	Johnny Carino's	Pizza, Wine Bars, Nightlife, Restaurants, Italian, Bars	920 North US 31	Greenwood	IN
2021	Keke's Breakfast Cafe	Restaurants, American (New), American (Traditional)	12883 Citrus Plaza Dr	Tampa	FL
2022	Pancho & Lefty's Cantina - Downtown	Nightlife, Bars, Restaurants, Tex-Mex, Cocktail Bars, Tacos, Mexican	104 5th Ave S	Nashville	TN
2023	Tucson Botanical Gardens	Botanical Gardens, Event Planning & Services, Tours, Arts & Entertainment, Museums, Hotels & Travel, Venues & Event Spaces	2150 N Alvernon Way	Tucson	AZ
2024	Los Agaves	Bars, Mexican, Nightlife, Restaurants	7024 Market Pl Dr	Goleta	CA
2025	Einstein Bros. Bagels	Bagels, Food, Sandwiches, Coffee & Tea, Breakfast & Brunch, Restaurants	5003 E Fowler Ave	Tampa	FL
2026	La Tentacion Pizza & Mexican Grill	Tex-Mex, Restaurants, Mexican, Pizza	831 Broadway	Westville	NJ
2027	Swami Juice	Acai Bowls, Food, Juice Bars & Smoothies	Armature Works, 1910 N Ola Ave	Tampa	FL
2028	Lakeside Shopping Center	Shopping Centers, Food Court, Restaurants, Shopping, Women's Clothing, Fashion	3301 Veterans Memorial Blvd	Metairie	LA
2029	Chickie's & Pete's Cafe	Nightlife, Seafood, Bars, Sports Bars, American (Traditional), Restaurants	11000 Roosevelt Blvd	Philadelphia	PA
2030	American Airlines	Transportation, Hotels & Travel, Airlines	2001 E Plumb Ln	Reno	NV
2031	El Gato Negro	Restaurants, Mexican	800 S Peters St	New Orleans	LA
2032	Lambertville Station	Party & Event Planning, Hotels & Travel, Restaurants, American (Traditional), American (New), Venues & Event Spaces, Hotels, Event Planning & Services	11 Bridge St	Lambertville	NJ
2033	Branzino Italian Ristorante	Breakfast & Brunch, Italian, Food, Restaurants, Desserts	261 S 17th St	Philadelphia	PA
2034	Hops & Crafts Taproom	Bars, Beer, Wine & Spirits, Nightlife, Beer Bar, Food	319 12th Ave S	Nashville	TN
2035	Wasabi Sushi Bar	Sushi Bars, Restaurants	1650 Beale St, Ste 175	St Charles	MO
2036	Henley	Breakfast & Brunch, Nightlife, American (New), Bars, Restaurants, Brasseries, Southern	2021 Broadway	Nashville	TN
2037	New Delhi Indian Restaurant	Buffets, Pakistani, Restaurants, Indian, Vegan, Vegetarian	4004 Chestnut St	Philadelphia	PA
2038	Welcome Diner	Restaurants, Nightlife, Comfort Food, Cocktail Bars, Bars, Diners, American (Traditional), Breakfast & Brunch	902 E Broadway Blvd	Tucson	AZ
2039	Cracker Barrel Old Country Store	Flowers & Gifts, Gift Shops, Comfort Food, Event Planning & Services, Southern, Caterers, Restaurants, Shopping, American (New), American (Traditional), Salad, Desserts, Food, Breakfast & Brunch	2340 Post Dr	Indianapolis	IN
2040	Contigo Latin Kitchen	Latin American, Tapas/Small Plates, Restaurants, Spanish	3770 E Sunrise Dr	Tucson	AZ
2041	El Barrio Cantina & Tequila Bar	Nightlife, Bars, Mexican, Restaurants, Tex-Mex	1470 Buck Rd	Holland	PA
2042	Turning Point - Newtown	Restaurants, American (Traditional), Food, Salad, Sandwiches, Coffee & Tea, Breakfast & Brunch	2841 S Eagle Rd	Newtown	PA
2043	Grace Tavern	Nightlife, Pubs, Bars	2229 Gray's Ferry Ave	Philadelphia	PA
2044	Guido's Original New York Style Pizza Downtown	Italian, Salad, Pizza, Restaurants	235 N 5th St	Boise	ID
2045	Aya Sofia	Greek, Restaurants, Mediterranean, Middle Eastern, Turkish	6671 Chippewa St	Saint Louis	MO
2046	Better Byrd	Chicken Wings, Southern, Sandwiches, Chicken Shop, Restaurants, Breakfast & Brunch, Wraps, American (New), Tacos, American (Traditional), Mexican, Food, Donuts	4447 4th St N	St. Petersburg	FL
2047	Batter & Dough	Waffles, Cafes, Breakfast & Brunch, Restaurants, Bakeries, Coffee & Tea, Desserts, Food	27225 State Rd 56	Wesley Chapel	FL
2048	Academy of Natural Sciences	Museums, Arts & Entertainment	1900 Benjamin Franklin Pkwy	Philadelphia	PA
2049	John's Roast Pork	Sandwiches, Salad, American (Traditional), Cheesesteaks, Breakfast & Brunch, Active Life, American (New), Beaches, Restaurants	14 E Snyder Ave	Philadelphia	PA
2050	Benihana	Nightlife, Sushi Bars, Breakfast & Brunch, Japanese, Restaurants	5255 Marlton Pike	Pennsauken	NJ
2051	Haute Restaurant & Lounge	Breakfast & Brunch, American (Traditional), Bars, Lounges, Nightlife, Restaurants	1420 Locust St	Philadelphia	PA
2052	Cajé Coffee Roasters - Isla Vista	Food, Internet Cafes, Coffee & Tea, Acai Bowls, Juice Bars & Smoothies, Bagels	948 Embarcadero Del Norte	Isla Vista	CA
2053	JW Marriott New Orleans	Hotels, Hotels & Travel, Venues & Event Spaces, Event Planning & Services	614 Canal St, Driveway Entrance on 611 Common Street	New Orleans	LA
2054	Big Bad Breakfast - Nashville	Breakfast & Brunch, American (Traditional), Restaurants	5304 Charlotte Ave	Nashville	TN
2055	Anthony's Italian Coffee House and Chocolate House	Italian, Ice Cream & Frozen Yogurt, Specialty Food, Restaurants, Food, Coffee & Tea, Tea Rooms, Chocolatiers & Shops	903 S 9th St	Philadelphia	PA
2056	Hampton Inn & Suites Nashville-Downtown	Hotels, Event Planning & Services, Venues & Event Spaces, Bed & Breakfast, Hotels & Travel	310 4th Ave S	Nashville	TN
2057	New Orleans Hamburger & Seafood Co	Seafood, Restaurants, Burgers	1005 S Clearview Pkwy	New Orleans	LA
2058	Rippy's Bar & Grill	Restaurants, Nightlife, Arts & Entertainment, Barbeque, Bars, Music Venues, American (Traditional)	429 Broadway	Nashville	TN
2059	Perkins Restaurant & Bakery	Bakeries, Cafes, Food, Restaurants, American (Traditional), Breakfast & Brunch	401 W Route 38	Moorestown	NJ
2060	Bear Island Brewing	Breweries, Food, Nightlife, Pubs, Beer Gardens, Bars	1620 N Liberty St	Boise	ID
2061	The Cafe by Mise en Place	Breakfast & Brunch, American (New), Nightlife, Bars, Restaurants, Cocktail Bars	4100 George J Bean Pkwy	Tampa	FL
2062	Orleans Grapevine Wine Bar & Bistro	Wine Bars, Nightlife, Restaurants, Bars, American (New), Local Flavor	720 Orleans Ave	New Orleans	LA
2063	Wat Mongkolratanaram of Florida	Religious Organizations, Restaurants, Local Flavor, Thai, Buddhist Temples, Churches	5306 Palm River Rd	Tampa	FL
2064	Ruby Thai Kitchen	Thai, Restaurants, Asian Fusion	5610 Meadowood Mall Cir	Reno	NV
2065	Sahm's Bar and Grill	Bars, American (Traditional), Restaurants, Nightlife	7870 E 96th St	Fishers	IN
2066	Wahooz Family Fun Zone	Active Life, Mini Golf, Arcades, Amateur Sports Teams, Amusement Parks, Arts & Entertainment	1385 S Blue Marlin Ln	Meridian	ID
2067	The Betsy Ross House	Landmarks & Historical Buildings, Public Services & Government, Historical Tours, Tours, Hotels & Travel	239 Arch St	Philadelphia	PA
2068	Crunch Fitness - Countryside	Interval Training Gyms, Fitness & Instruction, Trainers, Active Life, Gyms	2591 State Road 580	Clearwater	FL
2069	Nashville Palace	Music Venues, Restaurants, Bars, Arts & Entertainment, American (New), Nightlife, Burgers	2611 McGavock Pike	Nashville	TN
2070	Crema Coffee	Coffee & Tea, Food	3725 W Ina Rd, Ste 120	Tucson	AZ
2071	White Dog Cafe - Haverford	Nightlife, Bars, Event Planning & Services, American (Traditional), Restaurants, Vegetarian, American (New), Venues & Event Spaces, Gluten-Free, Breakfast & Brunch	379 Lancaster Ave	Haverford	PA
2072	The Merion	Event Planning & Services, Venues & Event Spaces, Caterers	1301 Rt 130 S	Cinnaminson	NJ
2073	La Michoacana	Mexican, Restaurants	4950 S Virginia St	Reno	NV
2074	Fox's Pizza Den	Restaurants, Pizza, Italian, Sandwiches	2828 Elm Pike, Ste 108	Nashville	TN
2075	Bee Coffee Roasters	Coffee Roasteries, Coffee & Tea, Local Flavor, Restaurants, Food	201 S Capitol Ave, Ste 110	Indianapolis	IN
2076	Red's Chinese	Restaurants, Food, Chinese	3048 St Claude Ave	New Orleans	LA
2077	Cafe V-dal	American (Traditional), American (New), Food, Restaurants, Coffee & Tea, Breakfast & Brunch	5 W Main St	Lansdale	PA
2078	Con Murphy's	Restaurants, Sports Bars, Nightlife, Bars, Pubs, Irish	1700 Benjamin Franklin Pkwy	Philadelphia	PA
2079	Outlaw Pizza	Restaurants, Salad, Italian, Bars, Cocktail Bars, Pizza, Nightlife	814 S Peters St	New Orleans	LA
2080	Iron Door	Hotels & Travel, Soup, Sandwiches, Restaurants, Salad, Ski Resorts	10300 E Ski Run Rd	Mount Lemmon	AZ
2081	Herbsaint	Seafood, Restaurants, French	701 St Charles Ave	New Orleans	LA
2082	On The Border Mexican Grill & Cantina	Tex-Mex, Restaurants, Mexican	5205 E Broadway Blvd	Tucson	AZ
2083	Layla	Lounges, Restaurants, Burgers, Bars, Vegetarian, Nightlife, Middle Eastern, Lebanese, Cocktail Bars, American (New)	4317 Manchester Ave	St Louis	MO
2084	The Black Pearl	American (New), Restaurants, French	315 Main St	Dunedin	FL
2085	Pepe's Cuban Cafe	Restaurants, Cuban	1900 Oak Grove Blvd	Lutz	FL
2086	T & F Farmers Pride	Specialty Food, Delis, Sandwiches, Fruits & Veggies, International Grocery, Grocery, Food, Restaurants, Farmers Market	8101 Ridge Ave	Philadelphia	PA
2087	Pho Queen	Restaurants, Vietnamese	29000 US Highway 19 N	Clearwater	FL
2088	St. James Cheese Company | Warehouse District	Specialty Food, Cheese Shops, Food, Sandwiches, Restaurants	641 Tchoupitoulas St	New Orleans	LA
2089	Kitchen Bar	Event Planning & Services, Diners, Gluten-Free, Restaurants, American (Traditional), Venues & Event Spaces	1482 Old York Rd	Abington	PA
2090	Peel Wood Fired Pizza	Bars, Desserts, Italian, Nightlife, Beer, Wine & Spirits, Food, Pizza, Restaurants	921 S Arbor Vitae	Edwardsville	IL
2091	Soldiers & Sailors Monument	Public Services & Government, Landmarks & Historical Buildings	1 Monument Cir	Indianapolis	IN
2092	Holiday Inn Express Nashville Downtown Conf Ctr	Fashion, Women's Clothing, Hotels, Venues & Event Spaces, Shopping, Hotels & Travel, Event Planning & Services	920 Broadway	Nashville	TN
2093	China Wok	Chinese, Restaurants	2646 Egypt Rd	Norristown	PA
2094	Dalie's Smokehouse	Food, Smokehouse, Restaurants, Barbeque, Event Planning & Services, Caterers	2951 Dougherty Ferry Rd	Valley Park	MO
2095	RocknRoll Sushi	Japanese, Teppanyaki, Restaurants, Sushi Bars	1610 21st Ave S	Nashville	TN
2096	La Hacienda Mexican Restaurant	Restaurants, Mexican	4201 Neshaminy Blvd, Ste 128	Bensalem	PA
2097	Thai Sa-Moot	Restaurants, Thai	5915 Memorial Hwy, Ste 101	Tampa	FL
2098	Plaza Azteca - Sicklerville	Mexican, Restaurants, Latin American	611 Cross Keys Rd	Sicklerville	NJ
2099	The StoneRose Restaurant	Nightlife, Breakfast & Brunch, Bars, Restaurants, American (Traditional)	822 Fayette St	Conshohocken	PA
2100	McAlister's Deli	Salad, Sandwiches, Restaurants, Delis	4410 W Boy Scout Blvd, Ste 150	Tampa	FL
2101	Piccione Pastry	Desserts, Cafes, Food, Coffee & Tea, Breakfast & Brunch, Bakeries, Gelato, Food Delivery Services, Restaurants, Gluten-Free	1414 Park Ave	St. Louis	MO
2102	Nicola's Donut Shop	Restaurants, Food, Donuts	902 W Busch Blvd	Tampa	FL
2103	Rebar Indy	Nightlife, Sandwiches, Bars, Desserts, Food, Restaurants, Beer Bar, Cocktail Bars, American (Traditional), Salad	20 N Delaware St	Indianapolis	IN
2104	Independence Prime	American (New), Restaurants	Philadelphia International Airport - 8000 Essington Ave, Terminal B	Philadelphia	PA
2105	Mad Rex	American (New), Cocktail Bars, Bartenders, Nightlife, Bars, Event Planning & Services, Restaurants	1000 Frankford Ave, Ste 1	Philadelphia	PA
2106	Takamatsu	Restaurants, Japanese, Korean, Sushi Bars, Vietnamese	5532 E Speedway Blvd	Tucson	AZ
2107	Asian Noodles	Asian Fusion, Chinese, Restaurants, Event Planning & Services, Caterers, Noodles, Vietnamese	1290 E Plumb Ln, Ste 1	Reno	NV
2108	Paul's Landing	Restaurants, Seafood, Mediterranean	501 5th Avenue NE	St. Petersburg	FL
2109	Clesi's Restaurant & Catering	Event Planning & Services, Food, Restaurants, Seafood, Seafood Markets, Caterers, Specialty Food, Cajun/Creole	4323 Bienville St	New Orleans	LA
2110	Stratus	Nightlife, Dance Clubs, Bars, Lounges	433 Chestnut St	Philadelphia	PA
2111	Woodside Farm Creamery	Food, Ice Cream & Frozen Yogurt	1310 Little Baltimore Rd	Hockessin	DE
2112	Prospector's Grille & Saloon	Music Venues, Bars, Nightlife, Arts & Entertainment, Restaurants, American (Traditional)	3050 Rt 38 At Ark Rd	Mount Laurel	NJ
2113	Sake Sushi Bar and Grill	Japanese, Restaurants, Sushi Bars	1325 Central Park Dr	O Fallon	IL
2114	Sprinkles Tampa ATM	Ice Cream & Frozen Yogurt, Desserts, Bakeries, Cupcakes, Patisserie/Cake Shop, Food	717 South Dakota Ave	Tampa	FL
2115	Bonefish Grill	Seafood, Nightlife, American (New), Cocktail Bars, Restaurants, Bars	1015 Easton Rd	Willow Grove	PA
2116	Winnie's Manayunk	Bakeries, Bars, Beer Bar, American (Traditional), Event Planning & Services, Food, American (New), Cocktail Bars, Nightlife, Caterers, Restaurants, Tapas/Small Plates, Breakfast & Brunch	4266 Main St	Philadelphia	PA
2117	Cappy's Breakfast Cafe	Restaurants, Breakfast & Brunch	917 W Prince Rd	Tucson	AZ
2118	NoHo Junction	Food Court, Restaurants	1500 W Cass St	Tampa	FL
2119	Yantze Chinese Gourmet	Caterers, Restaurants, Food, Asian Fusion, Soup, Chinese, Event Planning & Services, Noodles	2333 Welsh Rd	Lansdale	PA
2120	Hino Oishi	Food, Sushi Bars, Ethnic Food, Japanese, Specialty Food, Steakhouses, Restaurants	10491 Walnut Creek Dr, Ste 160	Carmel	IN
2121	Wings On Fire	Chicken Wings, Restaurants	9040 E Valencia Rd, Ste 100	Tucson	AZ
